"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000010818",1411.20251251096,0.348979302165754,0.120590017258194,2.89393193649319,0.0038045062095242,0.0303984298813444
"ENSG00000011198",1159.4037990956,-1.08961551650909,0.202040001347851,-5.39306825004967,6.92646284296383e-08,2.61239750065132e-06
"ENSG00000011304",3588.89945478115,-0.347137109421295,0.1201637780852,-2.8888664700203,0.00386633217006534,0.0308393920088688
"ENSG00000011347",148.300234191735,0.935525429775917,0.230103395012817,4.06567417105604,4.78938102508469e-05,0.000822649226905721
"ENSG00000011454",2319.16725007544,-0.447738793248926,0.157862817811405,-2.8362523832802,0.00456463588652175,0.0350303224599268
"ENSG00000011478",141.609713043936,-0.687432177646707,0.163432488444072,-4.20621495879597,2.59683247376151e-05,0.000489473950556366
"ENSG00000011485",966.624110056938,-0.551724387041604,0.111069822819541,-4.96736532962703,6.78686582550543e-07,1.96776757202837e-05
"ENSG00000011566",1396.12427396555,-0.818792772038105,0.17726293192913,-4.61908625298751,3.85433622812286e-06,9.27388517691606e-05
"ENSG00000012048",221.111604295128,1.20941801135662,0.173675340514594,6.96367145602338,3.31517245235143e-12,3.3668021872651e-10
"ENSG00000012171",1267.55265196041,0.749463652083703,0.189118805188135,3.9629250583417,7.40370278361321e-05,0.00119338955970036
"ENSG00000012822",6054.74994366009,-0.420401412663247,0.147347634159472,-2.85312631628856,0.00432914097136505,0.0336640522815144
